Longitude (x),Latitude (y),STATION_NAME,ID,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,Data Quality,MAX_TEMPERATURE,Max Temp Flag,MIN_TEMPERATURE,Min Temp Flag,MEAN_TEMPERATURE,Mean Temp Flag,HEATING_DEGREE_DAYS,Heat Deg Days Flag,COOLING_DEGREE_DAYS,Cool Deg Days Flag,TOTAL_RAIN,Total Rain Flag,TOTAL_SNOW,Total Snow Flag,TOTAL_PRECIPITATION,Total Precip Flag,SNOW_ON_GROUND,Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-78.88,43.92,OSHAWA,6155875,2014-09-28,2014,09,28,,24.3,,9.9,,17.1,,0.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-09-29,2014,09,29,,23.5,,11.5,,17.5,,0.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-09-30,2014,09,30,,19.4,,12.3,,15.9,,2.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-01,2014,10,01,,16.2,,10.9,,13.6,,4.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-02,2014,10,02,,18.5,,13.4,,16,,2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-03,2014,10,03,,22.1,,12.4,,17.3,,0.7,,0,,,M,,M,15.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-04,2014,10,04,,15.1,,4.6,,9.9,,8.1,,0,,,M,,M,4.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-05,2014,10,05,,12.6,,1.4,,7,,11,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-06,2014,10,06,,16.4,,10.6,,13.5,,4.5,,0,,,M,,M,1.6,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-07,2014,10,07,,16.5,,10.4,,13.5,,4.5,,0,,,M,,M,23.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-08,2014,10,08,,14.5,,5.3,,9.9,,8.1,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-09,2014,10,09,,14.4,,0.6,,7.5,,10.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-10,2014,10,10,,13.6,,1,,7.3,,10.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-11,2014,10,11,,13.6,,0.4,,7,,11,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-12,2014,10,12,,12.4,,-1.6,,5.4,,12.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-13,2014,10,13,,15.7,,6.7,,11.2,,6.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-14,2014,10,14,,23.8,,13.3,,18.6,,0,,0.6,,,M,,M,2.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-15,2014,10,15,,18.7,,11.9,,15.3,,2.7,,0,,,M,,M,6.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-16,2014,10,16,,18.3,,11.3,,14.8,,3.2,,0,,,M,,M,18.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-17,2014,10,17,,16.3,,11.1,,13.7,,4.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-18,2014,10,18,,13,,2.7,,7.9,,10.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-19,2014,10,19,,8.5,,1,,4.8,,13.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-20,2014,10,20,,10.3,,3.1,,6.7,,11.3,,0,,,M,,M,14.1,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-21,2014,10,21,,10.9,,6,,8.5,,9.5,,0,,,M,,M,1.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-22,2014,10,22,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2014-10-23,2014,10,23,,16.2,,4.2,,10.2,,7.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-24,2014,10,24,,15.2,,4.6,,9.9,,8.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-25,2014,10,25,,15.8,,5.8,,10.8,,7.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-26,2014,10,26,,11.4,,2.6,,7,,11,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-27,2014,10,27,,10.6,,-1.1,,4.8,,13.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-28,2014,10,28,,19,,6.6,,12.8,,5.2,,0,,,M,,M,1.6,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-29,2014,10,29,,13.1,,4.6,,8.9,,9.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-30,2014,10,30,,8.8,,-0.7,,4.1,,13.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-10-31,2014,10,31,,5.8,,1.5,,3.7,,14.3,,0,,,M,,M,5.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-01,2014,11,01,,3.5,,-0.1,,1.7,,16.3,,0,,,M,,M,0.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-02,2014,11,02,,6.5,,-3,,1.8,,16.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-03,2014,11,03,,12.3,,0.1,,6.2,,11.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-04,2014,11,04,,12.5,,7.7,,10.1,,7.9,,0,,,M,,M,9.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-05,2014,11,05,,10.6,,1.8,,6.2,,11.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-06,2014,11,06,,9.4,,1.1,,5.3,,12.7,,0,,,M,,M,2.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-07,2014,11,07,,4.3,,-2.7,,0.8,,17.2,,0,,,M,,M,0.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-08,2014,11,08,,6,,-3.4,,1.3,,16.7,,0,,,M,,M,2.6,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-09,2014,11,09,,7,,1.7,,4.4,,13.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-10,2014,11,10,,9,,3.2,,6.1,,11.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-11,2014,11,11,,16,,3,,9.5,,8.5,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-12,2014,11,12,,11,,0.9,,6,,12,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-13,2014,11,13,,2.4,,-4.5,,-1.1,,19.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-14,2014,11,14,,1.3,,-6.4,,-2.6,,20.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-15,2014,11,15,,3.1,,-7.3,,-2.1,,20.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-16,2014,11,16,,-0.2,,-1,,-0.6,,18.6,,0,,,M,,M,0.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-17,2014,11,17,,0.7,,-5,,-2.2,,20.2,,0,,,M,,M,4.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-18,2014,11,18,,-3.8,,-8.2,,-6,,24,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-19,2014,11,19,,-0.8,,-9.2,,-5,,23,,0,,,M,,M,1.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-20,2014,11,20,,-1.8,,-8.5,,-5.2,,23.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-21,2014,11,21,,-1.9,,-11.8,,-6.9,,24.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-22,2014,11,22,,5.4,,-6.1,,-0.4,,18.4,,0,,,M,,M,1.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-23,2014,11,23,,8.7,,1.5,,5.1,,12.9,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-24,2014,11,24,,15.6,,4.6,,10.1,,7.9,,0,,,M,,M,17,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-25,2014,11,25,,4.5,,0.7,,2.6,,15.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-26,2014,11,26,,1.2,,-2.8,,-0.8,,18.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-27,2014,11,27,,0.8,,-5.3,,-2.3,,20.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-28,2014,11,28,,-2.6,,-6.5,,-4.6,,22.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-29,2014,11,29,,5.3,,-4.4,,0.5,,17.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-11-30,2014,11,30,,12.2,,3.8,,8,,10,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-01,2014,12,01,,3.8,,-8.6,,-2.4,,20.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-02,2014,12,02,,1.4,,-11,,-4.8,,22.8,,0,,,M,,M,0.6,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-03,2014,12,03,,2.8,,-0.8,,1,,17,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-04,2014,12,04,,-0.7,,-5.7,,-3.2,,21.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-05,2014,12,05,,2.4,,-5.2,,-1.4,,19.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-06,2014,12,06,,5.3,,-3.1,,1.1,,16.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-07,2014,12,07,,-1.7,,-7.9,,-4.8,,22.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-08,2014,12,08,,2.4,,-6.8,,-2.2,,20.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-09,2014,12,09,,4.2,,0.4,,2.3,,15.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-10,2014,12,10,,0.4,,-5.4,,-2.5,,20.5,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-11,2014,12,11,,-5.1,,-7.8,,-6.5,,24.5,,0,,,M,,M,3.4,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-12,2014,12,12,,0.7,,-8.4,,-3.9,,21.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-13,2014,12,13,,2.1,,-1.6,,0.3,,17.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-14,2014,12,14,,2.3,,0.6,,1.5,,16.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-15,2014,12,15,,3.1,,0.3,,1.7,,16.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-16,2014,12,16,,4,,1.6,,2.8,,15.2,,0,,,M,,M,5.9,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-17,2014,12,17,,4.4,,-0.6,,1.9,,16.1,,0,,,M,,M,1.9,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-18,2014,12,18,,-0.1,,-5.1,,-2.6,,20.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-19,2014,12,19,,-1.8,,-6.5,,-4.2,,22.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-20,2014,12,20,,0.1,,-9.4,,-4.7,,22.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-21,2014,12,21,,2,,-5.1,,-1.6,,19.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-22,2014,12,22,,1,,-1.3,,-0.2,,18.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-23,2014,12,23,,6.5,,-0.4,,3.1,,14.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-24,2014,12,24,,9.6,,5.1,,7.4,,10.6,,0,,,M,,M,5.1,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-25,2014,12,25,,5.5,,3.5,,4.5,,13.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-26,2014,12,26,,5.5,,-2.2,,1.7,,16.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-27,2014,12,27,,8.9,,0.6,,4.8,,13.2,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-28,2014,12,28,,6.8,,-2.2,,2.3,,15.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-29,2014,12,29,,-0.2,,-7.3,,-3.8,,21.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-30,2014,12,30,,-4.8,,-9.9,,-7.4,,25.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-12-31,2014,12,31,,-5.9,,-10,,-8,,26,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-01,2015,01,01,,-1.5,,-7.6,,-4.6,,22.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-02,2015,01,02,,-1.7,,-10.1,,-5.9,,23.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-03,2015,01,03,,1.8,,-8.7,,-3.5,,21.5,,0,,,M,,M,8.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-04,2015,01,04,,4.6,,-5.1,,-0.3,,18.3,,0,,,M,,M,8.1,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-05,2015,01,05,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2015-01-06,2015,01,06,,-7.3,,-13.3,,-10.3,,28.3,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-07,2015,01,07,,-9.1,,-21.2,,-15.2,,33.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-08,2015,01,08,,-8,,-20.2,,-14.1,,32.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-09,2015,01,09,,-4.8,,-12.5,,-8.7,,26.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-10,2015,01,10,,-9.1,,-14.7,,-11.9,,29.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-11,2015,01,11,,-0.2,,-12.4,,-6.3,,24.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-12,2015,01,12,,-0.8,,-17.5,,-9.2,,27.2,,0,,,M,,M,0.6,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-13,2015,01,13,,-11.7,,-22,,-16.9,,34.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-14,2015,01,14,,-4.4,,-15.5,,-10,,28,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-15,2015,01,15,,-2.8,,-15.4,,-9.1,,27.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-16,2015,01,16,,-2.8,,-17.3,,-10.1,,28.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-17,2015,01,17,,3.9,,-19.2,,-7.7,,25.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-18,2015,01,18,,5.4,,0.1,,2.8,,15.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-19,2015,01,19,,0.3,,-11.2,,-5.5,,23.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-20,2015,01,20,,-6.6,,-15.1,,-10.9,,28.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-21,2015,01,21,,-4.1,,-15.7,,-9.9,,27.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-22,2015,01,22,,-0.3,,-11.9,,-6.1,,24.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-23,2015,01,23,,0.6,,-8.1,,-3.8,,21.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-24,2015,01,24,,-0.4,,-6.1,,-3.3,,21.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-25,2015,01,25,,-2.7,,-13.6,,-8.2,,26.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-26,2015,01,26,,-7.9,,-15.5,,-11.7,,29.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-27,2015,01,27,,-5,,-12.9,,-9,,27,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-28,2015,01,28,,-0.8,,-14.3,,-7.6,,25.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-29,2015,01,29,,-0.3,,-10.7,,-5.5,,23.5,,0,,,M,,M,7.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-30,2015,01,30,,-1.4,,-19.6,,-10.5,,28.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-01-31,2015,01,31,,-3.1,,-24.7,,-13.9,,31.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-01,2015,02,01,,-3.1,,-15.6,,-9.4,,27.4,,0,,,M,,M,,M,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-02,2015,02,02,,-11.9,,-22.8,,-17.4,,35.4,,0,,,M,,M,,M,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-03,2015,02,03,,-4.9,,-20.9,,-12.9,,30.9,,0,,,M,,M,14,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-04,2015,02,04,,-1.5,,-10.6,,-6.1,,24.1,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-05,2015,02,05,,-10.5,,-21.2,,-15.9,,33.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-06,2015,02,06,,-3.5,,-11.4,,-7.5,,25.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-07,2015,02,07,,-4.1,,-10.2,,-7.2,,25.2,,0,,,M,,M,4.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-08,2015,02,08,,-10.2,,-13.2,,-11.7,,29.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-09,2015,02,09,,-10.6,,-13.2,,-11.9,,29.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-10,2015,02,10,,-5.7,,-15.7,,-10.7,,28.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-11,2015,02,11,,-2,,-16.4,,-9.2,,27.2,,0,,,M,,M,1.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-12,2015,02,12,,-2.9,,-20.4,,-11.7,,29.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-13,2015,02,13,,-8.3,,-25.6,,-17,,35,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-14,2015,02,14,,-6.7,,-20.3,,-13.5,,31.5,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-15,2015,02,15,,-20.4,,-26.2,,-23.3,,41.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-16,2015,02,16,,-13.6,,-25,,-19.3,,37.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-17,2015,02,17,,-8.4,,-19.7,,-14.1,,32.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-18,2015,02,18,,-7.6,,-18.6,,-13.1,,31.1,,0,,,M,,M,2.4,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-19,2015,02,19,,-14.5,,-22.4,,-18.5,,36.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-20,2015,02,20,,-13.4,,-23.1,,-18.3,,36.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-21,2015,02,21,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2015-02-22,2015,02,22,,-4,,-20.1,,-12.1,,30.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-23,2015,02,23,,-15,,-22.9,,-19,,37,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-24,2015,02,24,,-8,,-24.5,,-16.3,,34.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-25,2015,02,25,,-7.8,,-21.9,,-14.9,,32.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-26,2015,02,26,,-10.7,,-22.8,,-16.8,,34.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-27,2015,02,27,,-8.7,,-25.5,,-17.1,,35.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-02-28,2015,02,28,,-5.2,,-25,,-15.1,,33.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-01,2015,03,01,,-3.6,,-18.3,,-11,,29,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-02,2015,03,02,,-2.5,,-17.4,,-10,,28,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-03,2015,03,03,,-0.4,,-19.5,,-10,,28,,0,,,M,,M,3.6,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-04,2015,03,04,,0.4,,-11.2,,-5.4,,23.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-05,2015,03,05,,-9.8,,-21.8,,-15.8,,33.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-06,2015,03,06,,-5.7,,-25.2,,-15.5,,33.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-07,2015,03,07,,-1.2,,-11.3,,-6.3,,24.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-08,2015,03,08,,1.9,,-11.1,,-4.6,,22.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-09,2015,03,09,,4.8,,-6.8,,-1,,19,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-10,2015,03,10,,4.1,,-6.9,,-1.4,,19.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-11,2015,03,11,,7.9,,-3.7,,2.1,,15.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-12,2015,03,12,,2.3,,-3.8,,-0.8,,18.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-13,2015,03,13,,3.4,,-3.7,,-0.2,,18.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-14,2015,03,14,,3.8,,0.8,,2.3,,15.7,,0,,,M,,M,1.1,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-15,2015,03,15,,5.1,,-3.7,,0.7,,17.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-16,2015,03,16,,6.5,,-3.3,,1.6,,16.4,,0,,,M,,M,2.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-17,2015,03,17,,4.3,,-4.2,,0.1,,17.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-18,2015,03,18,,1.3,,-10.1,,-4.4,,22.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-19,2015,03,19,,2,,-11.3,,-4.7,,22.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-20,2015,03,20,,6.1,,-1.9,,2.1,,15.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-21,2015,03,21,,5.2,,-5.7,,-0.3,,18.3,,0,,,M,,M,4.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-22,2015,03,22,,-2.6,,-11.2,,-6.9,,24.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-23,2015,03,23,,-3.8,,-12.6,,-8.2,,26.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-24,2015,03,24,,0.9,,-10.6,,-4.9,,22.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2015-03-25,2015,03,25,,4.3,,-5.6,,-0.7,,18.7,,0,,,M,,M,2.3,,,,,,<31,
